"taxon","id","cover"
"uncultured Bradyrhizobiaceae","Xixon07",49
"uncultured Bradyrhizobiaceae","Xixon08",100
"uncultured Bradyrhizobiaceae","Xixon09",180
"uncultured Bradyrhizobiaceae","Xixon10",123
"uncultured Bradyrhizobiaceae","Xixon12",101
"uncultured Bradyrhizobiaceae","Xixon13",33
"uncultured Bradyrhizobiaceae","Xixon14",177
"uncultured Bradyrhizobiaceae","Xixon15",122
"uncultured Bradyrhizobiaceae","Xixon17",66
"uncultured Bradyrhizobiaceae","Xixon18",95
"uncultured Bradyrhizobiaceae","Xixon19",135
"uncultured Bradyrhizobiaceae","Xixon22",76
"uncultured Bradyrhizobiaceae","Xixon24",28
"uncultured Bradyrhizobiaceae","Xixon25",63
"uncultured Bradyrhizobiaceae","Xixon26",54
"uncultured Bradyrhizobiaceae","Xixon27",171
"uncultured Bradyrhizobiaceae","Xixon29",37
"uncultured Bradyrhizobiaceae","Xixon30",105
"uncultured Burkholderiaceae","Xixon17",21
"uncultured Burkholderiaceae","Xixon21",20
"uncultured Burkholderiaceae","Xixon22",53
"uncultured Burkholderiaceae","Xixon24",37
"uncultured Burkholderiales","Xixon01",60
"uncultured Burkholderiales","Xixon02",107
"uncultured Burkholderiales","Xixon05",63
"uncultured Burkholderiales","Xixon08",60
"uncultured Burkholderiales","Xixon09",15
"uncultured Burkholderiales","Xixon14",37
"uncultured Burkholderiales","Xixon16",20
"uncultured Burkholderiales","Xixon21",33
"uncultured Burkholderiales","Xixon22",26
"uncultured Burkholderiales","Xixon29",35
"uncultured Byssovorax","Xixon01",62
"uncultured Byssovorax","Xixon02",292
"uncultured Byssovorax","Xixon03",13
"uncultured Byssovorax","Xixon04",20
"uncultured Byssovorax","Xixon05",17
"uncultured Byssovorax","Xixon06",21
"uncultured Byssovorax","Xixon09",140
"uncultured Byssovorax","Xixon11",44
"uncultured Byssovorax","Xixon12",16
"uncultured Byssovorax","Xixon13",24
"uncultured Byssovorax","Xixon14",92
"uncultured Byssovorax","Xixon18",12
"uncultured Byssovorax","Xixon20",37
"uncultured Byssovorax","Xixon22",35
"uncultured Byssovorax","Xixon24",48
"uncultured Byssovorax","Xixon25",18
"uncultured Byssovorax","Xixon27",63
"uncultured Caldilinea","Xixon04",14
"uncultured Caldilinea","Xixon06",32
"uncultured Caldilinea","Xixon09",38
"uncultured Caldilinea","Xixon10",14
"uncultured Caldilinea","Xixon13",10
"uncultured Caldilinea","Xixon19",32
"uncultured Caldilinea","Xixon20",15
"uncultured Caldilinea","Xixon24",12
"uncultured Caldilineaceae","Xixon02",31
"uncultured Caldilineaceae","Xixon11",40
"uncultured Caldilineaceae","Xixon22",46
"uncultured Caldilineaceae","Xixon23",101
"uncultured Caldilineaceae","Xixon24",18
"uncultured Caldilineaceae","Xixon28",11
"uncultured Caldilineales","Xixon04",11
"uncultured Caldilineales","Xixon11",28
"uncultured Caldilineales","Xixon15",177
"uncultured Caldilineales","Xixon22",28
"uncultured Caldilineales","Xixon23",61
"uncultured Caldilineales","Xixon29",13
"uncultured Candidatus","Xixon02",12
"uncultured Candidatus","Xixon03",182
"uncultured Candidatus","Xixon04",82
"uncultured Candidatus","Xixon10",20
"uncultured Candidatus","Xixon11",44
"uncultured Candidatus","Xixon14",49
"uncultured Candidatus","Xixon16",9
"uncultured Candidatus","Xixon19",24
"uncultured Candidatus","Xixon22",62
"uncultured Candidatus","Xixon24",104
"uncultured Catenulispora","Xixon12",24
"uncultured Catenulispora","Xixon25",26
"uncultured Catenulispora","Xixon26",21
"uncultured Catenulispora","Xixon27",20
"uncultured Caulobacteraceae","Xixon03",103
"uncultured Caulobacteraceae","Xixon24",27
"uncultured Cellulomonadaceae","Xixon14",48
"uncultured Cellulomonadaceae","Xixon15",67
"uncultured Cellulosilyticum","Xixon06",19
"uncultured Cellulosilyticum","Xixon13",15
"uncultured Chitinophaga","Xixon20",38
"uncultured Chitinophaga","Xixon24",20
"uncultured Chitinophagaceae","Xixon03",16
"uncultured Chitinophagaceae","Xixon07",22
"uncultured Chitinophagaceae","Xixon08",43
"uncultured Chitinophagaceae","Xixon12",42
"uncultured Chitinophagaceae","Xixon18",38
"uncultured Chitinophagaceae","Xixon20",93
"uncultured Chitinophagaceae","Xixon26",24
"uncultured Chitinophagaceae","Xixon30",18
"uncultured Chlamydiales","Xixon03",21
"uncultured Chlamydiales","Xixon11",26
"uncultured Chlamydiales","Xixon15",21
"uncultured Chlamydiales","Xixon22",24
"uncultured Chlorobiales","Xixon11",44
"uncultured Chlorobiales","Xixon21",24
"uncultured Chlorobiales","Xixon23",45
"uncultured Chloroflexaceae","Xixon02",95
"uncultured Chloroflexaceae","Xixon04",110
"uncultured Chloroflexaceae","Xixon05",62
"uncultured Chloroflexaceae","Xixon06",41
"uncultured Chloroflexaceae","Xixon07",47
"uncultured Chloroflexaceae","Xixon08",57
"uncultured Chloroflexaceae","Xixon09",98
"uncultured Chloroflexaceae","Xixon10",94
"uncultured Chloroflexaceae","Xixon11",16
"uncultured Chloroflexaceae","Xixon12",66
"uncultured Chloroflexaceae","Xixon13",20
"uncultured Chloroflexaceae","Xixon14",18
"uncultured Chloroflexaceae","Xixon15",53
"uncultured Chloroflexaceae","Xixon16",21
"uncultured Chloroflexaceae","Xixon17",86
"uncultured Chloroflexaceae","Xixon18",52
"uncultured Chloroflexaceae","Xixon19",105
"uncultured Chloroflexaceae","Xixon20",43
"uncultured Chloroflexaceae","Xixon21",25
"uncultured Chloroflexaceae","Xixon22",29
"uncultured Chloroflexaceae","Xixon23",61
"uncultured Chloroflexaceae","Xixon24",18
"uncultured Chloroflexaceae","Xixon25",46
"uncultured Chloroflexaceae","Xixon26",35
"uncultured Chloroflexaceae","Xixon27",79
"uncultured Chloroflexaceae","Xixon28",79
"uncultured Chloroflexaceae","Xixon29",78
"uncultured Chloroflexaceae","Xixon30",20
"uncultured Chloroflexi","Xixon01",218
"uncultured Chloroflexi","Xixon02",20
"uncultured Chloroflexi","Xixon03",36
"uncultured Chloroflexi","Xixon04",83
"uncultured Chloroflexi","Xixon05",84
"uncultured Chloroflexi","Xixon06",162
"uncultured Chloroflexi","Xixon07",116
"uncultured Chloroflexi","Xixon08",149
"uncultured Chloroflexi","Xixon09",144
"uncultured Chloroflexi","Xixon10",91
"uncultured Chloroflexi","Xixon11",132
"uncultured Chloroflexi","Xixon12",51
"uncultured Chloroflexi","Xixon13",84
"uncultured Chloroflexi","Xixon14",56
"uncultured Chloroflexi","Xixon15",336
"uncultured Chloroflexi","Xixon16",121
"uncultured Chloroflexi","Xixon17",184
"uncultured Chloroflexi","Xixon18",65
"uncultured Chloroflexi","Xixon19",102
"uncultured Chloroflexi","Xixon20",109
"uncultured Chloroflexi","Xixon21",177
"uncultured Chloroflexi","Xixon22",50
"uncultured Chloroflexi","Xixon23",526
"uncultured Chloroflexi","Xixon24",10
"uncultured Chloroflexi","Xixon25",59
"uncultured Chloroflexi","Xixon26",78
"uncultured Chloroflexi","Xixon27",74
"uncultured Chloroflexi","Xixon28",62
"uncultured Chloroflexi","Xixon29",44
"uncultured Chloroflexi","Xixon30",100
"uncultured Chloroflexia","Xixon22",12
"uncultured Chloroflexia","Xixon23",20
"uncultured Chloroflexus","Xixon01",349
"uncultured Chloroflexus","Xixon02",74
"uncultured Chloroflexus","Xixon04",207
"uncultured Chloroflexus","Xixon05",75
"uncultured Chloroflexus","Xixon06",117
"uncultured Chloroflexus","Xixon07",187
"uncultured Chloroflexus","Xixon08",102
"uncultured Chloroflexus","Xixon09",114
"uncultured Chloroflexus","Xixon10",289
"uncultured Chloroflexus","Xixon11",403
"uncultured Chloroflexus","Xixon12",19
"uncultured Chloroflexus","Xixon13",72
"uncultured Chloroflexus","Xixon14",74
"uncultured Chloroflexus","Xixon15",85
"uncultured Chloroflexus","Xixon16",136
"uncultured Chloroflexus","Xixon17",68
"uncultured Chloroflexus","Xixon18",33
"uncultured Chloroflexus","Xixon19",175
"uncultured Chloroflexus","Xixon20",113
"uncultured Chloroflexus","Xixon21",119
"uncultured Chloroflexus","Xixon22",194
"uncultured Chloroflexus","Xixon23",300
"uncultured Chloroflexus","Xixon24",28
"uncultured Chloroflexus","Xixon25",32
"uncultured Chloroflexus","Xixon26",48
"uncultured Chloroflexus","Xixon27",75
"uncultured Chloroflexus","Xixon28",42
"uncultured Chloroflexus","Xixon29",61
"uncultured Chloroflexus","Xixon30",25
"uncultured Clostridiales","Xixon01",23
"uncultured Clostridiales","Xixon03",43
"uncultured Clostridiales","Xixon24",69
"uncultured Clostridiales","Xixon29",62
"uncultured Conexibacteraceae","Xixon01",35
"uncultured Conexibacteraceae","Xixon02",612
"uncultured Conexibacteraceae","Xixon03",92
"uncultured Conexibacteraceae","Xixon05",24
"uncultured Conexibacteraceae","Xixon09",161
"uncultured Conexibacteraceae","Xixon13",94
"uncultured Conexibacteraceae","Xixon14",283
"uncultured Conexibacteraceae","Xixon24",135
"uncultured Conexibacteraceae","Xixon25",21
"uncultured Conexibacteraceae","Xixon27",40
"uncultured Conexibacteraceae","Xixon28",20
"uncultured Conexibacteraceae","Xixon29",66
"uncultured Coriobacteriia","Xixon13",16
"uncultured Coxiellaceae","Xixon03",13
"uncultured Crater","Xixon02",24
"uncultured Crater","Xixon15",16
"uncultured Crater","Xixon28",25
"uncultured Craurococcus","Xixon11",24
"uncultured Craurococcus","Xixon15",13
"uncultured Craurococcus","Xixon16",49
"uncultured Craurococcus","Xixon17",22
"uncultured Craurococcus","Xixon20",52
"uncultured Craurococcus","Xixon21",22
"uncultured Craurococcus","Xixon22",50
"uncultured Cyclobacteriaceae","Xixon11",19
"uncultured Cyclobacteriaceae","Xixon15",28
"uncultured Cyclobacteriaceae","Xixon20",47
"uncultured Cyclobacteriaceae","Xixon22",16
"uncultured Cytophagaceae","Xixon02",14
"uncultured Cytophagaceae","Xixon06",16
"uncultured Cytophagaceae","Xixon10",20
"uncultured Cytophagaceae","Xixon13",15
"uncultured Defluviicoccus","Xixon01",997
"uncultured Defluviicoccus","Xixon05",466
"uncultured Defluviicoccus","Xixon07",965
"uncultured Defluviicoccus","Xixon08",1841
"uncultured Defluviicoccus","Xixon09",462
"uncultured Defluviicoccus","Xixon10",15
"uncultured Defluviicoccus","Xixon12",841
"uncultured Defluviicoccus","Xixon13",186
"uncultured Defluviicoccus","Xixon14",43
"uncultured Defluviicoccus","Xixon15",32
"uncultured Defluviicoccus","Xixon16",37
"uncultured Defluviicoccus","Xixon17",65
"uncultured Defluviicoccus","Xixon18",242
"uncultured Defluviicoccus","Xixon19",16
"uncultured Defluviicoccus","Xixon21",139
"uncultured Defluviicoccus","Xixon22",16
"uncultured Defluviicoccus","Xixon25",148
"uncultured Defluviicoccus","Xixon26",740
"uncultured Defluviicoccus","Xixon27",472
"uncultured Defluviicoccus","Xixon28",130
"uncultured Dehalococcoidia","Xixon01",52
"uncultured Dehalococcoidia","Xixon05",15
"uncultured Dehalococcoidia","Xixon06",21
"uncultured Dehalococcoidia","Xixon07",24
"uncultured Dehalococcoidia","Xixon08",22
"uncultured Dehalococcoidia","Xixon09",16
"uncultured Dehalococcoidia","Xixon12",20
"uncultured Dehalococcoidia","Xixon17",18
"uncultured Dehalococcoidia","Xixon21",15
"uncultured Dehalococcoidia","Xixon25",12
"uncultured Dehalogenimonas","Xixon11",13
"uncultured Dehalogenimonas","Xixon13",15
"uncultured Dehalogenimonas","Xixon23",26
"uncultured Desulfocaldus","Xixon04",13
"uncultured Desulfocaldus","Xixon06",15
"uncultured Desulfoglaeba","Xixon01",59
"uncultured Desulfoglaeba","Xixon05",27
"uncultured Desulfoglaeba","Xixon07",50
"uncultured Desulfoglaeba","Xixon08",136
"uncultured Desulfoglaeba","Xixon12",100
"uncultured Desulfoglaeba","Xixon13",23
"uncultured Desulfoglaeba","Xixon15",27
"uncultured Desulfoglaeba","Xixon17",12
"uncultured Desulfoglaeba","Xixon18",141
"uncultured Desulfoglaeba","Xixon25",39
"uncultured Desulfoglaeba","Xixon26",41
"uncultured Desulfoglaeba","Xixon27",13
"uncultured Desulfoglaeba","Xixon28",234
"uncultured Desulfoglaeba","Xixon30",179
"uncultured Desulfovirga","Xixon01",111
"uncultured Desulfovirga","Xixon05",97
"uncultured Desulfovirga","Xixon06",78
"uncultured Desulfovirga","Xixon08",52
"uncultured Desulfovirga","Xixon09",129
"uncultured Desulfovirga","Xixon12",77
"uncultured Desulfovirga","Xixon14",104
"uncultured Desulfovirga","Xixon15",38
"uncultured Desulfovirga","Xixon16",36
"uncultured Desulfovirga","Xixon17",75
"uncultured Desulfovirga","Xixon21",151
"uncultured Desulfovirga","Xixon24",11
"uncultured Desulfovirga","Xixon25",94
"uncultured Desulfovirga","Xixon26",32
"uncultured Desulfovirga","Xixon27",125
"uncultured Desulfovirga","Xixon28",57
"uncultured Desulfovirga","Xixon29",76
"uncultured Desulfovirga","Xixon30",174
"uncultured Desulfuromonadaceae","Xixon08",36
"uncultured Desulfuromonadaceae","Xixon13",12
"uncultured Desulfuromonadaceae","Xixon15",231
"uncultured Desulfuromonadaceae","Xixon18",39
"uncultured Desulfuromonadaceae","Xixon21",13
"uncultured Desulfuromonadaceae","Xixon22",93
"uncultured Desulfuromonadaceae","Xixon28",361
"uncultured Desulfuromonadaceae","Xixon30",73
"uncultured Desulfuromonadales","Xixon02",49
"uncultured Desulfuromonadales","Xixon22",18
"uncultured Desulfuromonadales","Xixon24",29
"uncultured Desulfuromonadales","Xixon29",14
"uncultured Devosia","Xixon08",26
"uncultured Devosia","Xixon09",39
"uncultured Devosia","Xixon11",21
"uncultured Devosia","Xixon13",11
"uncultured Devosia","Xixon15",17
"uncultured Devosia","Xixon28",12
"uncultured Dokdonella","Xixon02",38
"uncultured Dokdonella","Xixon03",60
"uncultured Dokdonella","Xixon14",67
"uncultured Dokdonella","Xixon24",180
"uncultured Dokdonella","Xixon27",28
"uncultured Dokdonella","Xixon29",58
"uncultured Dokdonella","Xixon30",55
"uncultured Dongia","Xixon01",72
"uncultured Dongia","Xixon02",55
"uncultured Dongia","Xixon04",27
"uncultured Dongia","Xixon05",47
"uncultured Dongia","Xixon06",64
"uncultured Dongia","Xixon07",25
"uncultured Dongia","Xixon08",54
"uncultured Dongia","Xixon09",20
"uncultured Dongia","Xixon10",35
"uncultured Dongia","Xixon11",15
"uncultured Dongia","Xixon12",16
"uncultured Dongia","Xixon13",20
"uncultured Dongia","Xixon14",45
"uncultured Dongia","Xixon15",55
"uncultured Dongia","Xixon16",9
"uncultured Dongia","Xixon18",35
"uncultured Dongia","Xixon20",14
"uncultured Dongia","Xixon21",32
"uncultured Dongia","Xixon22",72
"uncultured Dongia","Xixon24",34
"uncultured Dongia","Xixon25",32
"uncultured Dongia","Xixon26",35
"uncultured Dongia","Xixon27",82
"uncultured Dongia","Xixon28",77
"uncultured Dongia","Xixon29",67
"uncultured Dongia","Xixon30",76
"uncultured Elusimicrobia","Xixon02",27
"uncultured Elusimicrobia","Xixon05",25
"uncultured Elusimicrobia","Xixon06",17
"uncultured Elusimicrobia","Xixon07",27
"uncultured Elusimicrobia","Xixon08",58
"uncultured Elusimicrobia","Xixon12",80
"uncultured Elusimicrobia","Xixon14",25
"uncultured Elusimicrobia","Xixon16",19
"uncultured Elusimicrobia","Xixon18",18
"uncultured Elusimicrobia","Xixon25",41
"uncultured Elusimicrobia","Xixon26",48
"uncultured Elusimicrobia","Xixon27",13
"uncultured Elusimicrobia","Xixon29",23
"uncultured Ferrimicrobium","Xixon01",31
"uncultured Ferrimicrobium","Xixon02",175
"uncultured Ferrimicrobium","Xixon03",45
"uncultured Ferrimicrobium","Xixon14",93
"uncultured Ferrimicrobium","Xixon24",60
"uncultured Ferrimicrobium","Xixon29",88
"uncultured Ferruginibacter","Xixon03",35
"uncultured Ferruginibacter","Xixon24",49
"uncultured Fibrobacteres","Xixon12",28
"uncultured Fibrobacteres","Xixon18",15
"uncultured Fibrobacteres","Xixon25",13
"uncultured Fibrobacteres","Xixon26",26
"uncultured Fibrobacteres","Xixon27",23
"uncultured Fibrobacteres","Xixon28",33
"uncultured Fibrobacteres","Xixon30",27
"uncultured Firmicutes","Xixon01",43
"uncultured Firmicutes","Xixon03",305
"uncultured Firmicutes","Xixon08",21
"uncultured Firmicutes","Xixon11",62
"uncultured Firmicutes","Xixon12",84
"uncultured Firmicutes","Xixon16",9
"uncultured Firmicutes","Xixon21",61
"uncultured Firmicutes","Xixon22",54
"uncultured Firmicutes","Xixon24",39
"uncultured Firmicutes","Xixon30",15
"uncultured Flavobacterium","Xixon01",21
"uncultured Flavobacterium","Xixon15",49
"uncultured Flavobacterium","Xixon21",14
"uncultured Flavobacterium","Xixon26",19
"uncultured Flexibacter","Xixon02",14
"uncultured Flexibacter","Xixon03",12
"uncultured Flexibacter","Xixon04",11
"uncultured Flexibacter","Xixon24",17
"uncultured Flexibacter","Xixon28",19
"uncultured Gemmata","Xixon02",13
"uncultured Gemmata","Xixon21",19
"uncultured Gemmatimonadaceae","Xixon02",66
"uncultured Gemmatimonadaceae","Xixon14",16
"uncultured Gemmatimonadaceae","Xixon24",13
"uncultured Gemmatimonadales","Xixon01",355
"uncultured Gemmatimonadales","Xixon04",22
"uncultured Gemmatimonadales","Xixon05",64
"uncultured Gemmatimonadales","Xixon06",81
"uncultured Gemmatimonadales","Xixon07",41
"uncultured Gemmatimonadales","Xixon08",119
"uncultured Gemmatimonadales","Xixon09",60
"uncultured Gemmatimonadales","Xixon10",60
"uncultured Gemmatimonadales","Xixon11",22
"uncultured Gemmatimonadales","Xixon12",52
"uncultured Gemmatimonadales","Xixon13",25
"uncultured Gemmatimonadales","Xixon14",24
"uncultured Gemmatimonadales","Xixon15",62
"uncultured Gemmatimonadales","Xixon16",32
"uncultured Gemmatimonadales","Xixon17",54
"uncultured Gemmatimonadales","Xixon18",49
"uncultured Gemmatimonadales","Xixon19",21
"uncultured Gemmatimonadales","Xixon25",65
"uncultured Gemmatimonadales","Xixon26",54
"uncultured Gemmatimonadales","Xixon27",86
"uncultured Gemmatimonadales","Xixon28",99
"uncultured Gemmatimonadales","Xixon29",41
"uncultured Gemmatimonadales","Xixon30",90
"uncultured Gemmatimonadetes","Xixon02",42
"uncultured Gemmatimonadetes","Xixon06",21
"uncultured Gemmatimonadetes","Xixon10",30
"uncultured Gemmatimonadetes","Xixon11",44
"uncultured Gemmatimonadetes","Xixon13",43
"uncultured Gemmatimonadetes","Xixon15",45
"uncultured Gemmatimonadetes","Xixon16",57
"uncultured Gemmatimonadetes","Xixon17",41
"uncultured Gemmatimonadetes","Xixon19",68
"uncultured Gemmatimonadetes","Xixon21",48
"uncultured Gemmatimonadetes","Xixon22",34
"uncultured Gemmatimonadetes","Xixon23",213
"uncultured Gemmatimonadetes","Xixon29",22
"uncultured Gemmatimonas","Xixon24",23
"uncultured Geoalkalibacter","Xixon23",16
"uncultured Geobacillus","Xixon18",11
"uncultured Geothrix","Xixon04",29
"uncultured Geothrix","Xixon05",35
"uncultured Geothrix","Xixon06",59
"uncultured Geothrix","Xixon07",39
"uncultured Geothrix","Xixon08",82
"uncultured Geothrix","Xixon09",52
"uncultured Geothrix","Xixon10",70
"uncultured Geothrix","Xixon11",23
"uncultured Geothrix","Xixon12",45
"uncultured Geothrix","Xixon13",69
"uncultured Geothrix","Xixon14",34
"uncultured Geothrix","Xixon15",39
"uncultured Geothrix","Xixon16",20
"uncultured Geothrix","Xixon19",91
"uncultured Geothrix","Xixon26",59
"uncultured Geothrix","Xixon27",39
"uncultured Geothrix","Xixon28",83
"uncultured Geothrix","Xixon29",63
"uncultured Geothrix","Xixon30",36
"uncultured Gordonibacter","Xixon08",20
"uncultured Gracilibacter","Xixon01",25
"uncultured Gracilibacter","Xixon09",22
"uncultured Gram-positive","Xixon01",39
"uncultured Gram-positive","Xixon04",16
"uncultured Gram-positive","Xixon05",21
"uncultured Gram-positive","Xixon06",76
"uncultured Gram-positive","Xixon07",84
"uncultured Gram-positive","Xixon08",80
"uncultured Gram-positive","Xixon09",18
"uncultured Gram-positive","Xixon10",48
"uncultured Gram-positive","Xixon12",74
"uncultured Gram-positive","Xixon13",29
"uncultured Gram-positive","Xixon15",32
"uncultured Gram-positive","Xixon16",10
"uncultured Gram-positive","Xixon17",35
"uncultured Gram-positive","Xixon18",39
"uncultured Gram-positive","Xixon19",102
"uncultured Gram-positive","Xixon20",44
"uncultured Gram-positive","Xixon21",60
"uncultured Gram-positive","Xixon22",21
"uncultured Gram-positive","Xixon25",34
"uncultured Gram-positive","Xixon26",38
"uncultured Gram-positive","Xixon27",22
"uncultured Gram-positive","Xixon28",101
"uncultured Green","Xixon01",152
"uncultured Green","Xixon02",51
"uncultured Green","Xixon05",43
"uncultured Green","Xixon06",62
"uncultured Green","Xixon13",36
"uncultured Green","Xixon18",278
"uncultured Green","Xixon19",26
"uncultured Green","Xixon20",16
"uncultured Green","Xixon21",158
"uncultured Green","Xixon22",20
"uncultured Green","Xixon24",67
"uncultured Green","Xixon25",53
"uncultured Green","Xixon26",37
"uncultured Green","Xixon28",721
"uncultured Green","Xixon30",315
"uncultured Haliea","Xixon27",14
"uncultured Haliscomenobacter","Xixon01",119
"uncultured Haliscomenobacter","Xixon04",122
"uncultured Haliscomenobacter","Xixon05",45
"uncultured Haliscomenobacter","Xixon06",231
"uncultured Haliscomenobacter","Xixon07",140
"uncultured Haliscomenobacter","Xixon08",276
"uncultured Haliscomenobacter","Xixon09",18
"uncultured Haliscomenobacter","Xixon10",141
"uncultured Haliscomenobacter","Xixon12",66
"uncultured Haliscomenobacter","Xixon13",49
"uncultured Haliscomenobacter","Xixon14",40
"uncultured Haliscomenobacter","Xixon15",93
"uncultured Haliscomenobacter","Xixon17",34
"uncultured Haliscomenobacter","Xixon18",82
"uncultured Haliscomenobacter","Xixon19",37
"uncultured Haliscomenobacter","Xixon23",123
"uncultured Haliscomenobacter","Xixon24",11
"uncultured Haliscomenobacter","Xixon25",56
"uncultured Haliscomenobacter","Xixon26",60
"uncultured Haliscomenobacter","Xixon27",101
"uncultured Haliscomenobacter","Xixon28",56
"uncultured Haliscomenobacter","Xixon29",92
"uncultured Haliscomenobacter","Xixon30",81
"uncultured Holophaga","Xixon01",19
"uncultured Holophaga","Xixon02",290
"uncultured Holophaga","Xixon03",479
"uncultured Holophaga","Xixon04",11
"uncultured Holophaga","Xixon05",30
"uncultured Holophaga","Xixon06",34
"uncultured Holophaga","Xixon07",33
"uncultured Holophaga","Xixon08",77
"uncultured Holophaga","Xixon11",56
"uncultured Holophaga","Xixon12",32
"uncultured Holophaga","Xixon13",27
"uncultured Holophaga","Xixon14",79
"uncultured Holophaga","Xixon15",38
"uncultured Holophaga","Xixon16",18
"uncultured Holophaga","Xixon17",30
"uncultured Holophaga","Xixon18",60
"uncultured Holophaga","Xixon19",43
"uncultured Holophaga","Xixon20",17
"uncultured Holophaga","Xixon21",81
"uncultured Holophaga","Xixon22",72
"uncultured Holophaga","Xixon23",183
"uncultured Holophaga","Xixon24",269
"uncultured Holophaga","Xixon25",38
"uncultured Holophaga","Xixon26",59
"uncultured Holophaga","Xixon28",270
"uncultured Holophaga","Xixon29",93
"uncultured Holophaga","Xixon30",98
"uncultured Hyphomicrobiaceae","Xixon01",44
"uncultured Hyphomicrobiaceae","Xixon02",71
"uncultured Hyphomicrobiaceae","Xixon03",174
"uncultured Hyphomicrobiaceae","Xixon04",36
"uncultured Hyphomicrobiaceae","Xixon05",16
"uncultured Hyphomicrobiaceae","Xixon07",23
"uncultured Hyphomicrobiaceae","Xixon08",18
"uncultured Hyphomicrobiaceae","Xixon09",20
"uncultured Hyphomicrobiaceae","Xixon10",41
"uncultured Hyphomicrobiaceae","Xixon12",15
"uncultured Hyphomicrobiaceae","Xixon13",28
"uncultured Hyphomicrobiaceae","Xixon14",17
"uncultured Hyphomicrobiaceae","Xixon15",15
"uncultured Hyphomicrobiaceae","Xixon18",26
"uncultured Hyphomicrobiaceae","Xixon19",14
"uncultured Hyphomicrobiaceae","Xixon20",33
"uncultured Hyphomicrobiaceae","Xixon21",38
"uncultured Hyphomicrobiaceae","Xixon22",37
"uncultured Hyphomicrobiaceae","Xixon24",173
"uncultured Hyphomicrobiaceae","Xixon25",18
"uncultured Hyphomicrobiaceae","Xixon26",15
"uncultured Hyphomicrobiaceae","Xixon27",20
"uncultured Hyphomicrobiaceae","Xixon28",13
"uncultured Hyphomicrobiaceae","Xixon29",78
"uncultured Hyphomicrobium","Xixon06",27
"uncultured Hyphomicrobium","Xixon08",21
"uncultured Hyphomicrobium","Xixon13",17
"uncultured Hyphomicrobium","Xixon19",16
"uncultured Hyphomicrobium","Xixon20",86
"uncultured Hyphomicrobium","Xixon21",43
"uncultured Hyphomicrobium","Xixon22",56
"uncultured Hyphomicrobium","Xixon23",25
"uncultured Hyphomicrobium","Xixon29",18
"uncultured Iamia","Xixon19",28
"uncultured Iamia","Xixon23",23
"uncultured Iamiaceae","Xixon02",21
"uncultured Iamiaceae","Xixon05",25
"uncultured Iamiaceae","Xixon06",41
"uncultured Iamiaceae","Xixon07",34
"uncultured Iamiaceae","Xixon08",20
"uncultured Iamiaceae","Xixon10",16
"uncultured Iamiaceae","Xixon11",30
"uncultured Iamiaceae","Xixon12",46
"uncultured Iamiaceae","Xixon15",27
"uncultured Iamiaceae","Xixon16",36
"uncultured Iamiaceae","Xixon17",33
"uncultured Iamiaceae","Xixon18",25
"uncultured Iamiaceae","Xixon19",31
"uncultured Iamiaceae","Xixon20",47
"uncultured Iamiaceae","Xixon21",51
"uncultured Iamiaceae","Xixon22",22
"uncultured Iamiaceae","Xixon25",28
"uncultured Iamiaceae","Xixon26",22
"uncultured Iamiaceae","Xixon27",26
"uncultured Iamiaceae","Xixon29",29
"uncultured Kofleriaceae","Xixon17",32
"uncultured Legionellales","Xixon23",26
"uncultured Litorilinea","Xixon06",31
"uncultured Litorilinea","Xixon07",13
"uncultured Litorilinea","Xixon11",69
"uncultured Litorilinea","Xixon13",9
"uncultured Litorilinea","Xixon15",13
"uncultured Litorilinea","Xixon16",27
"uncultured Litorilinea","Xixon17",28
"uncultured Litorilinea","Xixon18",21
"uncultured Litorilinea","Xixon19",18
"uncultured Litorilinea","Xixon21",19
"uncultured Litorilinea","Xixon22",36
"uncultured Litorilinea","Xixon28",44
"uncultured Litorilinea","Xixon30",32
"uncultured Lutispora","Xixon01",54
"uncultured Lutispora","Xixon08",77
"uncultured Lutispora","Xixon13",9
"uncultured Methylococcaceae","Xixon01",73
"uncultured Methylococcaceae","Xixon04",124
"uncultured Methylococcaceae","Xixon05",40
"uncultured Methylococcaceae","Xixon06",19
"uncultured Methylococcaceae","Xixon07",40
"uncultured Methylococcaceae","Xixon08",77
"uncultured Methylococcaceae","Xixon09",142
"uncultured Methylococcaceae","Xixon10",112
"uncultured Methylococcaceae","Xixon12",18
"uncultured Methylococcaceae","Xixon13",87
"uncultured Methylococcaceae","Xixon14",17
"uncultured Methylococcaceae","Xixon15",175
"uncultured Methylococcaceae","Xixon17",27
"uncultured Methylococcaceae","Xixon18",14
"uncultured Methylococcaceae","Xixon19",74
"uncultured Methylococcaceae","Xixon21",55
"uncultured Methylococcaceae","Xixon22",20
"uncultured Methylococcaceae","Xixon23",46
"uncultured Methylococcaceae","Xixon25",19
"uncultured Methylococcaceae","Xixon26",68
"uncultured Methylococcaceae","Xixon27",91
"uncultured Methylocystaceae","Xixon02",28
"uncultured Methylocystaceae","Xixon14",18
"uncultured Mollicutes","Xixon02",27
"uncultured Mollicutes","Xixon05",10
"uncultured Mollicutes","Xixon13",10
"uncultured Myxococcales","Xixon01",150
"uncultured Myxococcales","Xixon02",328
"uncultured Myxococcales","Xixon04",76
"uncultured Myxococcales","Xixon05",119
